,batting_team,bowling_team,current_score,wickets_left,crr,city,balls_left,last_five,target
452,New Zealand,Bangladesh,91,7,7.0,Mount Maunganui,42,45.0,195
23861,Pakistan,Bangladesh,29,10,8.7,St Lucia,100,29.0,173
4820,Sri Lanka,Pakistan,98,9,6.61,Abu Dhabi,31,33.0,125
11366,India,New Zealand,38,9,8.14,Mount Maunganui,92,38.0,164
26040,Sri Lanka,England,88,6,5.62,St Lucia,26,27.0,129
45996,Pakistan,New Zealand,67,7,6.0,Hamilton,53,32.0,169
11797,England,Australia,113,5,7.88,Southampton,34,41.0,163
9029,Pakistan,New Zealand,90,9,6.92,Dubai,42,45.0,167
1345,West Indies,India,123,2,7.1,Lauderhill,16,27.0,144
45363,Sri Lanka,England,67,8,8.38,Southampton,72,49.0,141
38143,Sri Lanka,Pakistan,53,8,6.49,Dubai,71,33.0,146
33526,India,South Africa,70,6,6.56,Colombo,56,34.0,153
22271,New Zealand,West Indies,44,10,9.43,Hamilton,92,44.0,192
339,New Zealand,Bangladesh,151,7,10.3,Mount Maunganui,32,68.0,196
39813,West Indies,Bangladesh,171,3,8.55,Mirpur,0,54.0,172
2513,West Indies,Pakistan,20,9,5.45,Barbados,98,20.0,112
25445,Australia,Sri Lanka,153,5,7.98,Barbados,5,66.0,169
33805,West Indies,Australia,140,8,8.94,Colombo,26,58.0,206
21760,Sri Lanka,West Indies,6,10,3.27,London,109,6.0,159
13936,South Africa,England,4,10,3.0,Cape Town,112,4.0,192
9253,Australia,Sri Lanka,95,10,10.18,Adelaide,64,54.0,234
22792,South Africa,England,107,10,13.38,Centurion,72,85.0,242
35631,England,New Zealand,6,10,6.0,Auckland,114,6.0,215
31393,New Zealand,Bangladesh,31,9,5.81,Pallekele,88,31.0,192
28677,India,England,52,9,7.8,Manchester,80,39.0,166
9371,Sri Lanka,Australia,54,8,6.48,Melbourne,70,31.0,143
16927,Sri Lanka,Bangladesh,30,9,7.2,Johannesburg,95,30.0,148
11177,India,New Zealand,123,7,8.29,Hamilton,31,31.0,180
5601,India,Sri Lanka,174,6,8.77,Colombo,1,51.0,175
40049,Australia,West Indies,152,5,8.6,Mirpur,14,44.0,179
46926,England,West Indies,82,9,8.07,Mumbai,59,36.0,183
40713,Bangladesh,Australia,12,9,3.79,Mirpur,101,12.0,154
29683,Australia,India,65,9,8.86,Sydney,76,49.0,172
23681,Australia,Pakistan,85,4,6.71,Melbourne,44,20.0,128
32101,Bangladesh,Pakistan,169,6,8.82,Pallekele,5,41.0,176
5420,Sri Lanka,India,70,6,6.46,Mumbai,55,32.0,136
42294,South Africa,West Indies,111,9,8.76,Durban,44,25.0,196
44715,India,Australia,40,10,10.0,Adelaide,96,40.0,189
4160,Pakistan,New Zealand,46,9,7.46,Mount Maunganui,83,35.0,182
44019,Pakistan,Bangladesh,73,8,6.26,Mirpur,50,38.0,142
43361,England,South Africa,37,9,7.16,Johannesburg,89,37.0,172
20262,Australia,Sri Lanka,140,3,7.5,Nottingham,8,53.0,160
11087,New Zealand,India,131,5,6.61,Auckland,1,36.0,133
9332,Sri Lanka,Australia,10,9,5.0,Melbourne,108,10.0,143
858,England,South Africa,180,3,9.23,Cardiff,3,43.0,182
9143,West Indies,India,53,5,4.68,Kolkata,52,20.0,110
18452,New Zealand,South Africa,73,6,6.26,Johannesburg,50,27.0,130
4226,Pakistan,New Zealand,130,6,7.72,Mount Maunganui,19,37.0,182
2435,New Zealand,Australia,93,4,8.58,Auckland,55,34.0,151
6961,South Africa,Sri Lanka,5,10,15.0,Centurion,118,5.0,181
4283,England,India,54,9,8.76,Manchester,83,43.0,160
1803,New Zealand,Australia,55,6,4.93,Sydney,53,25.0,118
48788,Australia,India,110,6,7.59,Chandigarh,33,31.0,161
30523,West Indies,England,24,9,4.65,London,89,24.0,114
14554,South Africa,Australia,10,10,8.57,Johannesburg,113,10.0,202
39235,Sri Lanka,South Africa,69,8,8.62,Chittagong,72,39.0,166
2823,Bangladesh,Sri Lanka,98,5,7.08,Colombo,37,27.0,156
26504,New Zealand,Australia,60,6,4.86,Wellington,46,25.0,119
20143,England,Pakistan,180,5,9.23,London,3,42.0,186
36672,New Zealand,Sri Lanka,50,4,4.41,Pallekele,52,33.0,75
32891,South Africa,Australia,50,7,6.12,Colombo,71,33.0,147
43470,South Africa,Bangladesh,12,9,4.5,Mirpur,104,12.0,149
15396,West Indies,England,158,5,8.7,London,11,44.0,170
4414,India,England,36,7,5.02,Cardiff,77,28.0,149
38664,Sri Lanka,England,90,6,7.3,London,46,29.0,184
36408,Australia,Sri Lanka,53,7,5.89,Sydney,66,28.0,138
25066,New Zealand,Pakistan,116,4,6.39,Barbados,11,31.0,134
35812,New Zealand,England,94,9,8.81,Hamilton,56,40.0,193
45811,Pakistan,New Zealand,1,10,0.75,Auckland,112,1.0,172
6939,Sri Lanka,South Africa,108,5,6.42,Cape Town,19,30.0,135
23731,Afghanistan,India,10,9,4.29,St Lucia,106,10.0,116
36377,Australia,Sri Lanka,25,9,6.52,Sydney,97,25.0,138
23639,Australia,Pakistan,50,9,8.33,Melbourne,84,43.0,128
41019,Sri Lanka,West Indies,84,7,6.9,Mirpur,47,34.0,161
14403,Sri Lanka,England,140,3,8.4,Southampton,20,38.0,164
32705,New Zealand,England,114,5,6.45,Pallekele,14,41.0,149
48447,South Africa,West Indies,121,3,6.21,Nagpur,3,33.0,123
22004,India,New Zealand,9,10,6.0,Wellington,111,9.0,150
22683,England,South Africa,93,7,8.72,Johannesburg,56,39.0,203
9500,Pakistan,Australia,64,8,6.51,Sydney,61,30.0,108
45008,Australia,India,91,7,8.15,Sydney,53,33.0,198
38572,West Indies,New Zealand,136,6,7.77,Wellington,15,51.0,160
15524,West Indies,South Africa,184,6,10.22,Johannesburg,12,39.0,206
9938,Australia,South Africa,46,10,12.0,Cape Town,97,46.0,194
1000,India,England,9,9,3.86,Bangalore,106,9.0,203
29553,Sri Lanka,Australia,56,9,8.62,Pallekele,81,51.0,158
38130,Sri Lanka,Pakistan,42,8,6.81,Dubai,83,34.0,146
39451,West Indies,India,4,10,1.71,Mirpur,106,4.0,130
31554,England,Afghanistan,84,8,6.9,Colombo,47,28.0,197
17090,New Zealand,South Africa,77,7,7.45,Durban,58,27.0,154
34522,South Africa,India,28,9,12.92,Johannesburg,107,28.0,220
1085,India,England,141,7,8.81,Bangalore,24,57.0,203
35229,New Zealand,England,149,8,10.16,London,32,51.0,202
38878,New Zealand,Sri Lanka,47,8,6.56,Pallekele,77,35.0,143
32462,South Africa,Pakistan,115,5,6.33,Colombo,11,43.0,134
24495,Pakistan,England,47,9,7.23,Barbados,81,31.0,148
6200,Sri Lanka,Bangladesh,99,5,6.6,Colombo,30,46.0,160
30038,New Zealand,South Africa,45,9,7.94,Hamilton,86,39.0,174
892,India,England,38,9,7.35,Nagpur,89,37.0,145
9067,Pakistan,New Zealand,160,7,8.35,Dubai,5,53.0,167
14504,West Indies,New Zealand,73,6,5.62,Auckland,42,34.0,127
44499,South Africa,Australia,81,8,8.84,Johannesburg,65,50.0,205
42105,Pakistan,Australia,33,6,4.71,Dubai,78,20.0,97
1551,Pakistan,West Indies,75,8,7.26,Dubai,58,37.0,161
42081,Pakistan,Australia,18,8,5.14,Dubai,99,18.0,97
18353,Australia,India,120,6,7.42,Mumbai,23,32.0,167
24003,India,South Africa,36,8,5.54,St Lucia,81,27.0,187
20306,South Africa,New Zealand,43,10,7.37,London,85,39.0,129
9655,South Africa,England,4,10,12.0,Centurion,118,4.0,223
5885,Sri Lanka,India,34,8,9.71,Colombo,99,34.0,153
6906,Sri Lanka,South Africa,76,6,6.25,Cape Town,47,28.0,135
32288,West Indies,England,93,10,9.62,Pallekele,62,53.0,180
30241,South Africa,New Zealand,150,3,8.04,Auckland,8,22.0,166
30236,South Africa,New Zealand,144,3,8.0,Auckland,12,23.0,166
36986,Sri Lanka,Bangladesh,78,8,9.36,Pallekele,70,40.0,199
11039,New Zealand,India,80,7,6.58,Auckland,47,22.0,133
22060,India,New Zealand,72,7,6.65,Wellington,55,27.0,150
49706,Bangladesh,Sri Lanka,42,7,6.81,Mirpur,83,40.0,148
5083,India,South Africa,171,6,10.06,Johannesburg,18,39.0,204
9391,Sri Lanka,Australia,75,8,6.43,Melbourne,50,30.0,143
42421,New Zealand,Pakistan,93,6,7.15,Dubai,42,46.0,136
3752,New Zealand,West Indies,5,10,10.0,Mount Maunganui,117,5.0,244
21447,Sri Lanka,New Zealand,81,8,7.71,Nottingham,57,34.0,159
5694,Bangladesh,India,97,6,6.77,Colombo,34,28.0,140
14833,New Zealand,Sri Lanka,79,10,11.85,Wellington,80,54.0,163
7588,Bangladesh,West Indies,1,10,1.2,Lauderhill,115,1.0,172
26872,Pakistan,New Zealand,98,7,7.95,Dubai,46,44.0,162
13265,Australia,India,124,8,8.86,Sydney,36,45.0,187
31462,New Zealand,Bangladesh,143,8,8.5,Pallekele,19,47.0,192
16636,Pakistan,Sri Lanka,154,5,9.15,Johannesburg,19,64.0,190
31499,England,Afghanistan,10,9,3.33,Colombo,102,10.0,197
105,Australia,Sri Lanka,140,7,8.16,Melbourne,17,49.0,169
586,South Africa,New Zealand,138,7,9.3,Auckland,31,40.0,186
18472,New Zealand,South Africa,86,4,5.73,Johannesburg,30,19.0,130
49129,New Zealand,England,89,9,8.75,Delhi,59,46.0,154
46367,West Indies,Sri Lanka,81,7,7.97,Colombo,59,31.0,163
16114,Bangladesh,South Africa,105,4,7.78,Cape Town,39,20.0,145
24246,South Africa,Afghanistan,51,8,8.05,Barbados,82,38.0,140
26089,Pakistan,Australia,12,10,4.24,St Lucia,103,12.0,192
49539,India,Bangladesh,129,6,7.66,Mirpur,19,54.0,167
16488,South Africa,England,90,7,6.84,Cape Town,41,35.0,155
3562,Afghanistan,West Indies,138,5,7.33,St Kitts,7,52.0,147
39923,Sri Lanka,England,158,7,9.03,Chittagong,15,53.0,190
42732,New Zealand,Pakistan,15,10,4.74,Dubai,101,15.0,145
4254,England,India,15,10,11.25,Manchester,112,15.0,160
35744,England,New Zealand,203,3,10.41,Auckland,3,39.0,215
44037,Pakistan,Bangladesh,97,7,6.77,Mirpur,34,45.0,142
21378,England,West Indies,150,4,7.69,London,3,36.0,162
12952,Bangladesh,Pakistan,22,9,5.28,Lahore,95,22.0,137
47391,Pakistan,India,27,10,4.63,Kolkata,85,24.0,119
7874,Pakistan,England,41,8,6.0,Cardiff,79,25.0,174
49611,Pakistan,India,42,4,5.04,Mirpur,70,20.0,84
28531,Pakistan,New Zealand,26,10,9.18,Christchurch,103,26.0,184
28790,Pakistan,South Africa,38,9,8.44,Abu Dhabi,93,36.0,120
21660,Pakistan,South Africa,45,8,8.18,Nottingham,87,41.0,150
10170,India,Bangladesh,10,9,8.57,Delhi,113,10.0,149
4897,Pakistan,Sri Lanka,54,10,7.36,Lahore,76,39.0,181
28695,India,England,77,9,7.97,Manchester,62,38.0,166
37001,Sri Lanka,Bangladesh,90,7,8.31,Pallekele,55,29.0,199
45490,England,Pakistan,67,9,7.58,Manchester,67,41.0,136
9325,Sri Lanka,Australia,3,10,3.6,Melbourne,115,3.0,143
33689,Sri Lanka,Pakistan,114,8,6.64,Colombo,17,33.0,140
28077,Pakistan,South Africa,49,5,5.07,Abu Dhabi,62,20.0,121
17894,India,Australia,173,6,9.19,Durban,7,64.0,189
39120,Pakistan,India,49,7,5.16,Mirpur,63,30.0,131
8454,Pakistan,Australia,152,2,7.79,Abu Dhabi,3,42.0,156
13067,Australia,India,29,10,11.6,Sydney,105,29.0,195
40173,Bangladesh,India,117,5,6.69,Mirpur,15,35.0,139
28082,Pakistan,South Africa,53,5,5.13,Abu Dhabi,58,24.0,121
19109,South Africa,Bangladesh,65,8,9.51,Johannesburg,79,58.0,119
16672,New Zealand,England,16,8,6.86,Durban,106,16.0,165
21405,Sri Lanka,New Zealand,25,8,6.52,Nottingham,97,25.0,159
24209,South Africa,Afghanistan,0,10,0.0,Barbados,119,0.0,140
17072,New Zealand,South Africa,63,10,8.22,Durban,74,45.0,154
18310,Australia,India,74,8,8.22,Mumbai,66,39.0,167
7987,New Zealand,India,41,9,7.94,Auckland,89,40.0,159
18607,West Indies,South Africa,95,4,5.7,Johannesburg,20,38.0,132
18475,New Zealand,South Africa,91,4,5.87,Johannesburg,27,22.0,130
18896,Australia,West Indies,37,10,9.65,Barbados,97,37.0,98
24326,South Africa,Afghanistan,137,4,7.03,Barbados,3,46.0,140
33135,West Indies,New Zealand,63,7,9.22,Pallekele,79,43.0,140
24169,Australia,Pakistan,123,8,8.89,St Lucia,37,53.0,192
3175,West Indies,Pakistan,59,8,5.53,Trinidad,56,18.0,125
45077,England,Pakistan,16,9,7.38,Dubai,107,16.0,161
1731,West Indies,Pakistan,102,5,5.19,Abu Dhabi,2,28.0,104
15181,West Indies,England,46,9,12.0,London,97,46.0,209
8971,Pakistan,New Zealand,13,10,3.9,Dubai,100,13.0,167
13335,West Indies,New Zealand,58,8,13.92,Auckland,95,56.0,181
43971,Pakistan,Bangladesh,16,10,4.17,Mirpur,97,16.0,142
9734,South Africa,England,136,7,10.2,Centurion,40,48.0,223
30272,India,England,20,8,5.22,Kolkata,97,20.0,121
39099,Pakistan,India,34,9,5.67,Mirpur,84,29.0,131
28827,Pakistan,South Africa,78,6,7.43,Abu Dhabi,57,39.0,120
12063,England,Australia,130,5,7.43,Southampton,15,45.0,146
20842,India,West Indies,60,7,5.37,London,53,20.0,154
19968,India,Bangladesh,97,9,7.97,Nottingham,47,38.0,181
14808,New Zealand,Sri Lanka,30,10,12.0,Wellington,105,30.0,163
12615,Sri Lanka,Pakistan,93,8,8.72,Lahore,56,47.0,183
3417,West Indies,Afghanistan,78,8,7.67,St Kitts,59,26.0,113
15536,West Indies,South Africa,205,4,10.25,Johannesburg,0,37.0,206
37762,England,West Indies,117,8,8.16,Barbados,34,26.0,166
466,New Zealand,Bangladesh,128,7,8.35,Mount Maunganui,28,69.0,195
32661,New Zealand,England,60,7,5.81,Pallekele,58,26.0,149
39388,Pakistan,Australia,115,8,9.45,Mirpur,47,65.0,192
26115,Pakistan,Australia,47,10,7.05,St Lucia,80,44.0,192
23684,Australia,Pakistan,87,4,6.61,Melbourne,41,19.0,128
35562,Pakistan,South Africa,99,9,9.9,Centurion,60,63.0,196
38371,New Zealand,West Indies,41,9,9.11,Auckland,93,41.0,190
13057,Australia,India,13,10,13.0,Sydney,114,13.0,195
14972,Sri Lanka,New Zealand,52,5,6.12,Auckland,69,26.0,116
30866,England,Pakistan,7,10,7.0,Dubai,114,7.0,151
3988,Pakistan,New Zealand,90,1,4.82,Wellington,8,37.0,106
39736,West Indies,Bangladesh,44,10,5.87,Mirpur,75,24.0,172
27287,Sri Lanka,India,180,3,9.91,Chandigarh,11,32.0,207
35826,New Zealand,England,111,8,8.54,Hamilton,42,40.0,193
26213,Australia,England,7,8,3.82,Barbados,109,7.0,148
45926,Pakistan,New Zealand,171,2,8.55,Auckland,0,59.0,172
8776,Pakistan,New Zealand,77,7,6.6,Abu Dhabi,50,39.0,149
36566,Sri Lanka,Australia,98,7,6.84,Melbourne,34,42.0,162
28257,India,South Africa,156,5,8.36,Durban,8,43.0,169
25960,Sri Lanka,England,19,9,7.12,St Lucia,104,19.0,129
21783,Sri Lanka,West Indies,42,10,7.41,London,86,40.0,159
50065,Sri Lanka,Pakistan,22,10,4.71,Mirpur,92,22.0,151
21069,New Zealand,Pakistan,50,7,6.0,London,70,23.0,100
4571,India,New Zealand,110,10,8.92,Delhi,46,55.0,203
554,South Africa,New Zealand,97,9,10.21,Auckland,63,56.0,186
468,New Zealand,Bangladesh,129,7,8.23,Mount Maunganui,26,67.0,195
29177,South Africa,Australia,37,8,5.84,Cape Town,82,33.0,147
11076,New Zealand,India,118,6,6.56,Auckland,12,31.0,133
28389,Pakistan,New Zealand,143,1,7.15,Auckland,0,47.0,144
11781,England,Australia,91,7,7.8,Southampton,50,33.0,163
28087,Pakistan,South Africa,55,5,4.93,Abu Dhabi,53,19.0,121
8818,Pakistan,New Zealand,125,4,6.76,Abu Dhabi,9,34.0,149
36896,India,Pakistan,103,8,7.27,Bangalore,35,31.0,134
47300,South Africa,England,128,8,11.64,Mumbai,54,45.0,230
43314,England,South Africa,119,3,6.67,Cape Town,13,38.0,135
37550,West Indies,England,168,7,8.62,Barbados,3,55.0,171
46785,New Zealand,India,45,7,5.4,Nagpur,70,28.0,127
412,New Zealand,Bangladesh,41,7,6.47,Mount Maunganui,82,30.0,195
40345,Pakistan,Bangladesh,43,9,9.56,Mirpur,93,43.0,191
4778,Sri Lanka,Pakistan,50,9,6.12,Abu Dhabi,71,30.0,125
35642,England,New Zealand,25,10,9.38,Auckland,104,25.0,215
40122,Bangladesh,India,51,7,5.67,Mirpur,66,30.0,139
33560,India,South Africa,116,5,7.18,Colombo,23,43.0,153
47105,Pakistan,Bangladesh,198,6,10.15,Kolkata,3,67.0,202
514,South Africa,New Zealand,16,9,5.05,Auckland,101,16.0,186
44803,India,Australia,159,8,8.92,Adelaide,13,49.0,189
5535,India,Sri Lanka,71,8,7.89,Colombo,66,45.0,175
42579,England,New Zealand,170,3,9.11,Manchester,8,57.0,192
29517,Sri Lanka,Australia,1,10,2.0,Pallekele,117,1.0,158
28195,India,South Africa,72,8,8.47,Durban,69,49.0,169
36161,Pakistan,Australia,48,9,5.88,Dubai,71,23.0,152
50204,Bangladesh,India,49,8,6.68,Mirpur,76,37.0,121
38247,Sri Lanka,Pakistan,49,10,9.8,Dubai,90,49.0,212
43874,New Zealand,South Africa,75,8,8.65,Centurion,68,46.0,178
18695,England,New Zealand,94,6,8.42,Auckland,53,35.0,185
22177,New Zealand,West Indies,71,7,7.47,Auckland,63,41.0,156
14359,Sri Lanka,England,84,8,8.69,Southampton,62,38.0,164
7082,South Africa,Sri Lanka,176,7,8.87,Centurion,1,47.0,181
46203,Sri Lanka,West Indies,47,10,10.85,Pallekele,94,47.0,216
6399,South Africa,Sri Lanka,54,7,7.53,Colombo,77,38.0,99
36086,Australia,Pakistan,72,4,4.65,Dubai,27,19.0,90
38988,Afghanistan,Bangladesh,32,9,6.19,Mirpur,89,31.0,73
10541,New Zealand,England,4,10,2.4,Christchurch,110,4.0,154
10358,India,Bangladesh,94,7,7.73,Nagpur,47,44.0,175
30940,England,Pakistan,99,6,7.71,Dubai,43,41.0,151
5554,India,Sri Lanka,100,8,8.33,Colombo,48,51.0,175
12285,Pakistan,England,166,7,9.67,Manchester,17,54.0,196
21889,Sri Lanka,Pakistan,16,8,5.33,London,102,16.0,139
24251,South Africa,Afghanistan,56,8,7.81,Barbados,77,38.0,140
11322,India,New Zealand,143,3,8.09,Wellington,14,46.0,166
9200,Australia,Sri Lanka,7,10,8.4,Adelaide,115,7.0,234
27088,Sri Lanka,India,51,9,7.46,Nagpur,79,41.0,216
32653,New Zealand,England,54,7,5.79,Pallekele,64,26.0,149
49624,Pakistan,India,49,4,4.67,Mirpur,57,17.0,84
38996,Afghanistan,Bangladesh,37,6,5.84,Mirpur,82,29.0,73
33110,West Indies,New Zealand,30,9,9.47,Pallekele,101,30.0,140
14572,South Africa,Australia,31,10,7.75,Johannesburg,96,31.0,202
32531,India,Australia,69,8,7.14,Colombo,62,32.0,141
30894,England,Pakistan,38,8,6.91,Dubai,87,31.0,151
36928,India,Pakistan,126,1,6.63,Bangalore,6,23.0,134
44475,South Africa,Australia,47,9,9.1,Johannesburg,89,41.0,205
3545,Afghanistan,West Indies,108,6,6.68,St Kitts,23,44.0,147
43429,England,South Africa,144,7,9.0,Johannesburg,24,57.0,172
12542,Sri Lanka,Pakistan,154,5,8.25,Lahore,8,42.0,166
7188,South Africa,Sri Lanka,158,8,9.2,Johannesburg,17,61.0,199
14858,New Zealand,Sri Lanka,102,8,9.56,Wellington,56,37.0,163
19422,Australia,South Africa,38,10,11.4,Melbourne,100,38.0,183
13465,New Zealand,West Indies,68,8,8.0,Mount Maunganui,69,43.0,239
36412,Australia,Sri Lanka,58,7,6.0,Sydney,62,31.0,138
19844,Australia,West Indies,85,6,6.89,London,46,39.0,170
30083,New Zealand,South Africa,100,8,7.79,Hamilton,43,34.0,174
16805,Australia,Pakistan,33,8,8.25,Johannesburg,96,33.0,165
23865,Pakistan,Bangladesh,35,10,8.75,St Lucia,96,35.0,173
24755,Australia,India,73,10,8.42,Barbados,68,50.0,185
2963,Bangladesh,Sri Lanka,139,7,8.78,Colombo,25,34.0,177
18510,West Indies,South Africa,3,10,3.0,Johannesburg,114,3.0,132
48775,Australia,India,96,7,7.68,Chandigarh,45,24.0,161
38911,New Zealand,Sri Lanka,75,6,5.92,Pallekele,44,26.0,143
22852,South Africa,England,219,5,12.17,Centurion,12,49.0,242
26717,Pakistan,England,50,8,7.32,Cardiff,79,36.0,127
28332,Pakistan,New Zealand,73,4,6.84,Auckland,56,15.0,144
41738,Bangladesh,Sri Lanka,54,5,6.23,Chittagong,68,17.0,121
16639,Pakistan,Sri Lanka,158,5,9.12,Johannesburg,16,52.0,190
406,New Zealand,Bangladesh,40,8,7.5,Mount Maunganui,88,35.0,195
4383,India,England,7,9,3.5,Cardiff,108,7.0,149
39314,Pakistan,Australia,5,10,10.0,Mirpur,117,5.0,192
17944,India,Pakistan,44,8,6.6,Johannesburg,80,24.0,158
38305,Sri Lanka,Pakistan,133,8,9.28,Dubai,34,50.0,212
28642,India,England,6,10,6.0,Manchester,114,6.0,166
42664,England,Australia,86,8,7.07,Cardiff,47,49.0,183
42171,Pakistan,Australia,84,2,4.71,Dubai,13,27.0,97
32061,Bangladesh,Pakistan,117,8,9.24,Pallekele,44,44.0,176
10999,New Zealand,India,44,10,8.0,Auckland,87,32.0,133
41506,Pakistan,South Africa,81,8,7.15,Cape Town,52,41.0,177
11070,New Zealand,India,115,6,6.63,Auckland,16,34.0,133
30186,South Africa,New Zealand,77,7,7.97,Auckland,62,38.0,166
36794,West Indies,Bangladesh,141,6,8.21,Mirpur,17,44.0,198
9127,West Indies,India,46,7,5.31,Kolkata,68,24.0,110
29674,Australia,India,55,9,9.43,Sydney,85,53.0,172
14897,New Zealand,Sri Lanka,142,5,8.44,Wellington,19,34.0,163
7739,Bangladesh,West Indies,71,8,12.53,Lauderhill,86,65.0,185
5288,India,South Africa,82,8,8.07,Cape Town,59,33.0,173
18263,Australia,India,12,9,9.0,Mumbai,112,12.0,167
44266,Sri Lanka,Pakistan,79,6,7.07,Colombo,53,30.0,173
34733,West Indies,New Zealand,136,8,8.68,Lauderhill,26,51.0,210
5726,Bangladesh,India,134,4,7.05,Colombo,6,36.0,140
16200,New Zealand,India,64,9,8.17,Johannesburg,73,40.0,191
22283,New Zealand,West Indies,58,10,8.7,Hamilton,80,43.0,192
19576,Australia,New Zealand,60,7,7.06,Sydney,69,26.0,151
37087,South Africa,Sri Lanka,13,8,3.12,Colombo,95,13.0,116
48058,England,Afghanistan,94,3,5.88,Delhi,24,29.0,143
50383,Sri Lanka,Australia,9,9,6.75,Colombo,112,9.0,129
21487,Sri Lanka,New Zealand,132,7,7.76,Nottingham,18,44.0,159
48632,England,Sri Lanka,65,8,6.39,Delhi,59,36.0,172
9016,Pakistan,New Zealand,81,9,7.48,Dubai,55,52.0,167
43656,South Africa,Bangladesh,108,7,8.53,Mirpur,44,39.0,170
23403,New Zealand,Sri Lanka,62,10,8.27,Colombo,75,45.0,171
50115,Sri Lanka,Pakistan,97,10,7.46,Mirpur,42,41.0,151
11301,India,New Zealand,108,4,7.45,Wellington,33,28.0,166
34035,West Indies,England,78,7,5.92,Nottingham,41,39.0,173
35132,India,England,171,4,8.84,Mumbai,4,62.0,178
3374,West Indies,Afghanistan,30,10,9.47,St Kitts,101,30.0,113
18509,West Indies,South Africa,3,10,3.6,Johannesburg,115,3.0,132
43367,England,South Africa,47,9,7.83,Johannesburg,84,42.0,172
13772,Pakistan,New Zealand,108,6,7.12,Hamilton,29,42.0,164
12581,Sri Lanka,Pakistan,45,8,8.71,Lahore,89,44.0,183
36,Australia,Sri Lanka,47,10,7.62,Melbourne,83,41.0,169
11843,Australia,England,3,8,1.64,Southampton,109,3.0,158
32125,New Zealand,Sri Lanka,17,10,5.37,Pallekele,101,17.0,175
26299,Australia,England,97,5,6.06,Barbados,24,43.0,148
49545,India,Bangladesh,147,6,8.32,Mirpur,14,67.0,167
33780,West Indies,Australia,90,8,7.71,Colombo,50,38.0,206
25129,England,South Africa,72,9,9.19,Barbados,73,42.0,169
3717,New Zealand,West Indies,41,9,10.25,Mount Maunganui,96,41.0,103
2345,England,New Zealand,140,6,8.57,Hamilton,22,30.0,195
18031,India,Australia,5,10,6.0,Melbourne,115,5.0,75
8796,Pakistan,New Zealand,100,6,6.67,Abu Dhabi,30,39.0,149
50001,Pakistan,Bangladesh,65,6,4.64,Mirpur,36,36.0,130
7015,South Africa,Sri Lanka,70,9,7.5,Centurion,64,48.0,181
33995,West Indies,England,30,7,4.62,Nottingham,81,24.0,173
3636,Sri Lanka,India,98,7,8.91,Colombo,54,37.0,171
43391,England,South Africa,72,7,7.45,Johannesburg,62,35.0,172
27120,Sri Lanka,India,116,9,9.53,Nagpur,47,63.0,216
17006,Sri Lanka,Bangladesh,109,5,6.41,Johannesburg,18,30.0,148
42737,New Zealand,Pakistan,20,10,5.22,Dubai,97,20.0,145
28961,West Indies,Pakistan,101,8,8.08,St Lucia,45,42.0,151
37331,Australia,England,22,10,6.0,Sydney,98,22.0,196
4731,Sri Lanka,Pakistan,0,10,0.0,Abu Dhabi,118,0.0,125
29379,Australia,South Africa,121,3,6.54,Johannesburg,9,34.0,148
17332,Sri Lanka,Australia,35,5,4.29,Cape Town,71,23.0,102
14709,Australia,England,73,9,12.17,Sydney,84,67.0,222
7537,Bangladesh,West Indies,107,5,8.45,St Kitts,44,41.0,144
47640,Sri Lanka,West Indies,47,6,5.53,Bangalore,69,24.0,123
34194,Pakistan,Bangladesh,64,8,6.86,Mirpur,64,23.0,136
33789,West Indies,Australia,104,8,8.0,Colombo,42,45.0,206
13399,West Indies,New Zealand,146,3,10.19,Auckland,34,52.0,181
28242,India,South Africa,137,5,8.47,Durban,23,50.0,169
36336,Australia,Pakistan,151,6,8.88,Dubai,18,37.0,169
18415,New Zealand,South Africa,38,8,6.33,Johannesburg,84,33.0,130
34027,West Indies,England,65,7,5.49,Nottingham,49,33.0,173
18769,England,New Zealand,25,10,7.89,Christchurch,101,25.0,194
42505,England,New Zealand,65,9,9.75,Manchester,80,54.0,192
34423,West Indies,Australia,67,10,10.58,Barbados,82,48.0,161
21219,England,India,96,7,6.78,London,35,29.0,154
1976,England,Australia,122,5,6.65,Melbourne,10,38.0,138
25971,Sri Lanka,England,26,7,5.78,St Lucia,93,26.0,129
34730,West Indies,New Zealand,132,8,8.7,Lauderhill,29,54.0,210
4699,Sri Lanka,Pakistan,82,3,6.0,Abu Dhabi,38,30.0,103
9778,South Africa,England,214,4,11.07,Centurion,4,50.0,223
19443,Australia,South Africa,74,9,11.1,Melbourne,80,57.0,183
12688,Sri Lanka,Pakistan,19,10,8.14,Lahore,106,19.0,148
14187,South Africa,New Zealand,17,10,9.27,Johannesburg,109,17.0,134
14284,South Africa,New Zealand,121,3,6.91,Johannesburg,15,19.0,134
27402,Pakistan,England,103,5,6.12,Dubai,19,40.0,130
5763,Sri Lanka,Bangladesh,56,10,12.92,Colombo,94,56.0,215
10478,India,West Indies,135,9,11.57,Mumbai,50,54.0,241
5574,India,Sri Lanka,126,7,8.22,Colombo,28,43.0,175
2585,West Indies,Pakistan,67,4,4.37,Barbados,28,22.0,112
42388,New Zealand,Pakistan,44,7,5.74,Dubai,74,29.0,136
13675,Pakistan,New Zealand,142,2,7.47,Auckland,6,52.0,154
21088,New Zealand,Pakistan,66,6,5.74,London,51,27.0,100
